state,county_state,county_fips_code,urbanicity_2,65_plus_yn,COUNT
IN,"ADAMS, IN",18001,Non-metro counties,Y,1799
TX,"GONZALES, TX",48177,Non-metro counties,Y,111
OK,"CIMARRON, OK",40025,Non-metro counties,Y,182
AL,"JEFFERSON, AK",01073,Metro counties,Y,1
KY,"LETCHER, VA",21133,Non-metro counties,N,3
LA,"BEAUREGARD, LA",22011,Non-metro counties,N,8899
IL,"EDWARDS, IL",17047,Non-metro counties,N,1739
MI,"NEWAYGO, MI",26123,Non-metro counties,Y,2342
MO,"PHELPS, MO",29161,Non-metro counties,N,10536
VT,"ORANGE, VT",50017,Non-metro counties,Y,667
KY,"RUSSELL, KY",21207,Non-metro counties,Y,745
TN,"WILLIAMSON, TN",47187,Metro counties,N,67026
TN,"WARREN, TN",47177,Non-metro counties,N,13365
ND,"MCHENRY, ND",38049,Non-metro counties,Y,394
CO,"RIO GRANDE, CO",08105,Non-metro counties,Y,692
PR,"LARES, PR",72081,,N,473
WY,"CAMPBELL, WY",56005,Non-metro counties,N,12217
IA,"DES MOINES, IA",19057,Non-metro counties,N,5910
MS,"WALTHALL, MS",28147,Non-metro counties,N,320
PR,"CUYAHOGA, OH",39035,Metro counties,N,3
NC,"CARTERET, NC",37031,Non-metro counties,N,14523
IN,"SAN JUAN, PR",72127,,N,1
MT,"CHOUTEAU, MT",30015,Non-metro counties,Y,171
TN,"NORTHAMPTON, PA",42095,Metro counties,N,2
AL,"WALTON, AL",13297,Metro counties,N,3
MN,"MILLE LACS, MN",27095,Metro counties,Y,1468
AR,"NASSAU, NY",36059,Metro counties,N,3
AL,"JEFFERSON, AL",01073,Metro counties,N,213089
IN,"MONROE, IL",17133,Metro counties,N,21
GA,"CLAY, NC",37043,Non-metro counties,N,13
TX,"CALDWELL, LA",22021,Non-metro counties,N,4
TX,"DALLAS, TX",48113,Metro counties,N,673530
NM,"BEXAR, TX",48029,Metro counties,N,32
TX,"DOUGHERTY, GA",13095,Metro counties,N,8
OH,"PERRY, OH",39127,Metro counties,Y,1524
AR,"WASHINGTON, AR",05143,Metro counties,N,73308
TN,"MONTGOMERY, TX",48339,Metro counties,N,1
TX,"CARTERET, NC",37031,Non-metro counties,N,1
KS,"MORRIS, KS",20127,Non-metro counties,N,1455
FL,"JEFFERSON, FL",12065,Metro counties,N,2539
AR,"LAFAYETTE, AR",05073,Non-metro counties,Y,233
KY,TX,,,Y,2
VT,"LEWIS, NY",36049,Non-metro counties,N,2
MO,"TANEY, MO",29213,Non-metro counties,Y,3565
AL,"FORT BEND, AL",48157,Metro counties,N,11
NJ,"UNION, NJ",34039,Metro counties,Y,23452
VA,"GLOUCESTER, VA",51073,Metro counties,Y,1321
PR,"AGUADA, PR",72003,,N,918
TX,"POLK, FL",48373,Non-metro counties,N,4
NM,"FORT BEND, TX",48157,Metro counties,N,8
VA,"ROANOKE CITY, VA",51770,Metro counties,N,22786
MT,"CHOUTEAU, MT",30015,Non-metro counties,N,773
WY,"UINTA, WY",56041,Non-metro counties,Y,743
AL,"NORTHAMPTON, AL",42095,Metro counties,N,1
IL,"LOGAN, IL",17107,Non-metro counties,N,10762
LA,"CALDWELL, LA",22021,Non-metro counties,Y,595
TX,"LAUDERDALE, AL",01077,Metro counties,Y,1
MT,"CHATHAM, NC",37037,Metro counties,N,1
PR,"ISABELA, PR",72071,,N,1926
TX,"CUYAHOGA, OH",39035,Metro counties,N,18
IA,"IDA, IA",19093,Non-metro counties,N,939
TX,"LAFAYETTE, AR",05073,Non-metro counties,N,32
IA,"JEFFERSON, IA",19101,Non-metro counties,N,1723
AL,"DALLAS, TX",48113,Metro counties,N,11
IA,"WAPELLO, IA",19179,Non-metro counties,N,5292
NM,"GILA, AZ",04007,Non-metro counties,N,1
TX,"MAVERICK, TX",48323,Non-metro counties,N,27085
MS,"WARREN, MS",28149,Non-metro counties,N,613
AL,"BEXAR, TX",48029,Metro counties,N,15
FL,"VOLUSIA, NY",12127,Metro counties,Y,1
NY,"NASSAU, NY",36059,Metro counties,N,460833
VA,"BLAND, VA",51021,Non-metro counties,N,1884
TX,"KIMBLE, TX",48267,Non-metro counties,N,847
MT,"DAWSON, MT",30021,Non-metro counties,Y,422
TN,"JACKSON, MI",26075,Metro counties,N,2
IN,"UNION, NJ",34039,Metro counties,N,2
TX,"MATAGORDA, TX",48321,Non-metro counties,N,10200
MT,"STILLWATER, MT",30095,Non-metro counties,Y,331
NC,"CLAY, NC",37043,Non-metro counties,N,2517
MS,"LEAKE, MS",28079,Non-metro counties,Y,75
TN,"PERRY, TN",47135,Non-metro counties,Y,525
KS,TX,,,Y,9
NM,"ECTOR, TX",48135,Metro counties,N,12
MO,"CAPE GIRARDEAU, MO",29031,Metro counties,Y,4301
OK,"SEMINOLE, OK",40133,Non-metro counties,Y,1366
TX,"PECOS, TX",48371,Non-metro counties,Y,417
IN,"ADAMS, IN",18001,Non-metro counties,N,7077
PR,"COAMO, PR",72043,,Y,431
IN,"SCOTT, IA",18143,Metro counties,N,1
OK,"CARTER, OK",40019,Non-metro counties,Y,3247
SC,"ABBEVILLE, SC",45001,Non-metro counties,Y,1470
PA,"GREENE, PA",42059,Non-metro counties,N,8633
TN,"UNALLOCATED ALABAMA, AL",01000,,Y,4
WV,"FAYETTE, WV",54019,Metro counties,Y,24
VA,"SOUTHAMPTON, VA",51175,Non-metro counties,N,3435
MT,"YELLOWSTONE, MT",30111,Metro counties,Y,5545
CO,"ROUTT, CO",08107,Non-metro counties,Y,926
GA,TX,,,N,291
RI,"NEWPORT, RI",44005,Metro counties,Y,2641
PA,"MCKEAN, PA",42083,Non-metro counties,Y,1979
NY,"ORANGE, NY",36071,Metro counties,Y,18010
FL,"LAKE, FL",12069,Metro counties,N,61980
MN,"KITTSON, MN",27069,Non-metro counties,N,945
PA,"POTTER, PA",42105,Non-metro counties,Y,932
KY,"GALLATIN, KY",21077,Metro counties,Y,374
NY,"CAYUGA, NY",36011,Non-metro counties,N,19521
MN,"FREEBORN, MN",27047,Non-metro counties,N,8739
TX,"FORT BEND, TX",48157,Metro counties,N,186659
SD,"KINGSBURY, SD",46077,Non-metro counties,Y,352
GA,"MILLER, GA",13201,Non-metro counties,Y,249
NC,"CLAY, NC",37043,Non-metro counties,Y,983
WI,"PEPIN, WI",55091,Non-metro counties,N,1838
KS,"HASKELL, KS",20081,Non-metro counties,Y,178
MI,"MARQUETTE, MI",26103,Non-metro counties,Y,2179
GA,"COOK, GA",13075,Non-metro counties,N,4305
AZ,"MOHAVE, AZ",04015,Metro counties,N,50608
HI,"KAUAI, HI",15007,Non-metro counties,Y,1494
MN,"CASS, MN",27021,Non-metro counties,N,6693
KS,"HODGEMAN, KS",20083,Non-metro counties,Y,121
ND,"DUNN, ND",38025,Non-metro counties,N,991
ND,"BURKE, ND",38013,Non-metro counties,Y,105
AK,"PRINCE OF WALES-HYDER, AK",02198,Non-metro counties,N,85
UT,"EMERY, UT",49015,Non-metro counties,Y,323
AL,"LOWNDES, AL",01085,Metro counties,N,2990
WV,"TAYLOR, WV",54091,Non-metro counties,Y,18
MO,"TANEY, MO",29213,Non-metro counties,N,12428
TN,"MONROE, KY",21171,Non-metro counties,Y,7
CO,"CUSTER, CO",08027,Non-metro counties,N,540
VT,"ATLANTIC, NJ",34001,Metro counties,N,1
NM,"MONTEZUMA, CO",08083,Non-metro counties,Y,11
TX,"WHEELER, TX",48483,Non-metro counties,Y,217
KS,"DOUGLAS, NE",20045,Metro counties,N,14
TX,"HOPKINS, TX",48223,Non-metro counties,Y,255
GA,TX,,,Y,43
NE,"KIMBALL, NE",31105,Non-metro counties,N,748
CO,"MONTEZUMA, CO",08083,Non-metro counties,Y,1362
GA,"WALTON, GA",13297,Metro counties,Y,3537
AL,"GREENE, PA",42059,Non-metro counties,N,116
SC,"WILLIAMSBURG, SC",45089,Non-metro counties,N,8643
CO,"GRAND, CO",08049,Non-metro counties,N,3569
NY,"ESSEX, NY",36031,Non-metro counties,Y,1268
NJ,"WARREN, NJ",34041,Metro counties,N,27421
AL,TX,,,N,17
AR,TX,,,Y,46
VA,"BUCKINGHAM, VA",51029,Metro counties,N,4136
KY,"WAYNE, KY",21231,Non-metro counties,Y,873
TX,"MONTGOMERY, TX",48339,Metro counties,N,133888
AL,"CALDWELL, LA",22021,Non-metro counties,N,2
AL,"JEFFERSON, IA",19101,Non-metro counties,N,1
MO,"KNOX, MO",29103,Non-metro counties,N,938
PA,"NORTHAMPTON, PA",42095,Metro counties,N,83806
MD,"ST. MARY'S, MD",24037,Metro counties,Y,918
MN,"COOK, MN",27031,Non-metro counties,N,658
KY,"SCOTT, IN",18143,Metro counties,Y,2
AR,"CARROLL, AR",05015,Non-metro counties,N,5936
AK,"HAINES, AK",02100,Non-metro counties,N,460
TX,"LEAKE, MS",28079,Non-metro counties,N,4
UT,"IRON, UT",49021,Non-metro counties,N,13672
TN,"ANOKA, MN",27003,Metro counties,N,3
AL,"NASSAU, NY",36059,Metro counties,N,3
TX,"JOHNSON, KS",20091,Metro counties,Y,1
CT,"LITCHFIELD, CT",09005,Non-metro counties,Y,3860
NM,"CIBOLA, NM",35006,Non-metro counties,Y,940
WI,"TREMPEALEAU, WI",55121,Non-metro counties,N,8109
MS,"LAWRENCE, MS",28077,Non-metro counties,N,228
KY,"CAMPBELL, TN",21037,Metro counties,N,2
PA,"MONROE, PA",42089,Metro counties,Y,6489
KY,"LETCHER, KY",21133,Non-metro counties,Y,1517
TN,"UNION, TN",47173,Metro counties,Y,1011
NJ,"WARREN, NJ",34041,Metro counties,Y,4937
AR,"POINSETT, AR",05111,Metro counties,N,8257
MO,"MONITEAU, MO",29135,Metro counties,N,3634
TX,"PIERCE, WA",53053,Metro counties,N,57
AL,"UNION, NJ",34039,Metro counties,N,50
MI,"OSCEOLA, MI",26133,Non-metro counties,N,4902
NC,"MOORE, NC",37125,Non-metro counties,Y,6044
KY,"LEE, KY",21129,Non-metro counties,N,2543
TN,"HUMPHREYS, TN",47085,Non-metro counties,Y,1072
AR,"MOORE, NC",37125,Non-metro counties,N,1
PA,"CARBON, PA",42025,Metro counties,N,16459
GA,"CHATTOOGA, GA",13055,Non-metro counties,N,5578
TX,"SOMERSET, PA",42111,Non-metro counties,N,2
KS,"SHAWNEE, KS",20177,Metro counties,N,52270
GA,"FLOYD, GA",13115,Metro counties,Y,4323
KY,"SWITZERLAND, IN",18155,Non-metro counties,N,4
GA,"ESSEX, VA",51057,Non-metro counties,N,1
GA,"CAMDEN, GA",13039,Non-metro counties,Y,1334
TX,"MAVERICK, TX",48323,Non-metro counties,Y,619
MN,"LYON, MN",27083,Non-metro counties,N,6835
FL,"CITRUS, FL",12017,Metro counties,N,18827
AL,"UTAH, UT",49049,Metro counties,N,2
NC,"GREENE, NC",37079,Non-metro counties,Y,1142
MO,"BOONE, MO",29019,Metro counties,N,47310
FL,"SUWANNEE, FL",12121,Non-metro counties,Y,2127
OH,"HIGHLAND, OH",39071,Non-metro counties,N,11229
CO,"RIO BLANCO, CO",08103,Non-metro counties,Y,398
IA,"JEFFERSON, IA",19101,Non-metro counties,Y,390
AR,"SMITH, TX",48423,Metro counties,Y,2
KY,"WALTON, GA",13297,Metro counties,N,1
AR,"FORT BEND, TX",48157,Metro counties,Y,1
ID,"LINCOLN, ID",16063,Non-metro counties,Y,226
OR,"WHEELER, OR",41069,Non-metro counties,N,205
AL,"CHATTOOGA, AL",13055,Non-metro counties,N,9
NM,"FREMONT, WY",56013,Non-metro counties,N,2
AK,"JUNEAU, AK",02110,Non-metro counties,Y,545
TN,"FENTRESS, TN",47049,Non-metro counties,N,5494
AL,"ST. CLAIR, AL",01115,Metro counties,Y,1690
ND,"MCHENRY, ND",38049,Non-metro counties,N,1175
FL,"HAMILTON, FL",12047,Non-metro counties,Y,518
MN,"MILLE LACS, MN",27095,Metro counties,N,6916
IN,"TIPTON, IN",18159,Non-metro counties,N,3219
HI,"KAUAI, HI",15007,Non-metro counties,N,10787
MT,"JUDITH BASIN, MT",30045,Non-metro counties,Y,59
MN,"STEVENS, MN",27149,Non-metro counties,Y,558
TX,"BEXAR, TX",48029,Metro counties,Y,18487
TX,"UINTAH, UT",49047,Non-metro counties,N,3
TX,"UPTON, TX",48461,Non-metro counties,Y,165
TX,"CLAY, NC",37043,Non-metro counties,N,2
IN,"SAN MATEO, IN",06081,Metro counties,N,1
AZ,"SANTA CRUZ, AZ",04023,Non-metro counties,Y,2606
VA,"CLARKE, VA",51043,Metro counties,Y,688
NE,"OTOE, NE",31131,Non-metro counties,Y,319
TN,"SCHENECTADY, TN",36093,Metro counties,N,3
MT,"BLAINE, MT",30005,Non-metro counties,Y,370
MO,"GRUNDY, MO",29079,Non-metro counties,N,2353
MT,"VALLEY, MT",30105,Non-metro counties,Y,336
SD,"TRIPP, SD",46123,Non-metro counties,N,1340
TN,"JOHNSON, TX",48251,Metro counties,N,2
NC,"VANCE, NC",37181,Non-metro counties,N,13552
IL,"KANKAKEE, IL",17091,Metro counties,Y,4356
KS,"HARPER, KS",20077,Non-metro counties,N,1538
AR,"BENTON, AR",05007,Metro counties,N,68868
MO,"GRUNDY, MO",29079,Non-metro counties,Y,771
DE,"NEW CASTLE, DE",10003,Metro counties,N,161626
WV,"KANAWHA, WV",54039,Metro counties,N,1429
AL,"MARENGO, AL",01091,Non-metro counties,N,4698
ID,"SHOSHONE, ID",16079,Non-metro counties,Y,761
WI,"FLORENCE, WI",55037,Non-metro counties,Y,329
AL,"ELMORE, AL",01051,Metro counties,Y,1937
TX,"TUSCALOOSA, AL",01125,Metro counties,N,13
TX,"SAN MATEO, CA",06081,Metro counties,N,20
IA,"MARION, IA",19125,Non-metro counties,Y,911
AR,"COLUMBIA, AR",05027,Non-metro counties,N,5609
LA,"EVANGELINE, LA",22039,Non-metro counties,N,8789
GA,"JEFFERSON, GA",13163,Non-metro counties,N,1706
TX,"JEFFERSON, TX",48245,Metro counties,Y,2324
IN,"MARION, IN",18097,Metro counties,Y,28575
PR,"GUAYAMA, PR",72057,,Y,376
IL,"CLAY, IL",17025,Non-metro counties,N,4898
TX,"JACKSON, TX",48239,Non-metro counties,N,3557
IL,"JERSEY, IL",17083,Metro counties,N,6644
TN,"CRITTENDEN, AR",05035,Metro counties,N,409
NE,"RICHARDSON, NE",31147,Non-metro counties,N,1610
TX,"POLK, AR",05113,Non-metro counties,N,4
MI,"LAKE, MI",26085,Non-metro counties,Y,554
TX,"TYLER, TX",48457,Non-metro counties,Y,327
NM,"NAVAJO, AZ",04017,Non-metro counties,Y,15
AK,"COPPER RIVER CENSUS AREA, AK",02066,,Y,113
TN,"PEORIA, IL",17143,Metro counties,N,4
VA,"FLUVANNA, VA",51065,Metro counties,N,5571
TX,"BENTON, AR",05007,Metro counties,N,31
GA,"HENRY, GA",13151,Metro counties,N,54068
IN,"JOHNSON, IN",18081,Metro counties,N,44674
TX,"GLASSCOCK, TX",48173,Non-metro counties,Y,19
CO,"PROWERS, CO",08099,Non-metro counties,Y,557
VA,"FLUVANNA, VA",51065,Metro counties,Y,673
NY,"CLINTON, NY",36019,Non-metro counties,N,18887
GA,"WARREN, GA",13301,Non-metro counties,N,792
MT,"POWDER RIVER, MT",30075,Non-metro counties,Y,95
MO,"HOLT, MO",29087,Non-metro counties,Y,372
TX,"THURSTON, WA",53067,Metro counties,N,8
FL,"PALM BEACH, UT",12099,Metro counties,N,5
OH,"NOBLE, OH",39121,Non-metro counties,Y,732
OK,"COTTON, OK",40033,Metro counties,N,1335
AL,"JACKSON, AL",13157,Non-metro counties,N,1
MO,"MACON, MO",29121,Non-metro counties,N,3270
VA,"PULASKI, VA",51155,Metro counties,Y,1988
VA,"MARTINSVILLE CITY, VA",51690,Non-metro counties,Y,897
IN,"UNION, IN",18161,Metro counties,Y,425
FL,"HILLSBOROUGH, FL",12057,Metro counties,Y,42256
OH,"AUGLAIZE, OH",39011,Non-metro counties,Y,3003
AR,"PLYMOUTH, MA",25023,Metro counties,N,11
TX,"ST. CLAIR, MI",26147,Metro counties,N,2
IL,"HAMILTON, IL",17065,Non-metro counties,Y,485
AR,"CRITTENDEN, AR",05035,Metro counties,N,14657
IL,"ALEXANDER, IL",17003,Metro counties,Y,280
TX,"COLUMBIA, AR",05027,Non-metro counties,N,23
ND,"RENVILLE, ND",38075,Non-metro counties,Y,151
TN,"PULASKI, AR",51155,Metro counties,N,2
MT,"MARION, OR",41047,Metro counties,Y,1
PA,"INDIANA, PA",42063,Non-metro counties,N,17579
AZ,"GRAHAM, AZ",04009,Non-metro counties,N,12407
MN,"MCLEOD, MN",27085,Non-metro counties,N,10853
TX,"CALLAHAN, TX",48059,Metro counties,N,2937
AR,"DESHA, AR",05041,Non-metro counties,Y,614
MN,"DOUGLAS, MN",27041,Non-metro counties,N,10718
NM,"ANDERSON, TX",48001,Non-metro counties,N,1
IN,"SAN DIEGO, CA",06073,Metro counties,N,3
GA,"TOWNS, GA",13281,Non-metro counties,N,1289
KY,"WISE, VA",51195,Non-metro counties,N,12
VA,"PULASKI, VA",51155,Metro counties,N,8455
ND,"OLIVER, ND",38065,Metro counties,N,280
NC,"NEW HANOVER, NC",37129,Metro counties,N,55092
VT,"CLINTON, VT",36019,Non-metro counties,N,5
KY,"MEADE, IN",21163,Metro counties,N,1
AR,"WELD, CO",08123,Metro counties,N,1
NY,"OTSEGO, NY",36077,Non-metro counties,N,11013
NM,"TAOS, NM",35055,Non-metro counties,N,6168
WI,"LAFAYETTE, WI",55065,Non-metro counties,N,3373
NV,"HUMBOLDT, NV",32013,Non-metro counties,Y,512
LA,"ST. BERNARD, LA",22087,Metro counties,Y,1632
CA,"TUOLUMNE, CA",06109,Non-metro counties,N,14757
VT,"CLINTON, NY",36019,Non-metro counties,N,41
TX,"PARMER, TX",48369,Non-metro counties,N,2277
GA,"SULLIVAN, TN",47163,Metro counties,N,1
PR,"GUAYAMA, PR",72057,,N,1898
LA,"ST. BERNARD, LA",22087,Metro counties,N,12763
AL,"LIMESTONE, AL",01083,Metro counties,Y,2100
NE,"OTOE, NE",31131,Non-metro counties,N,2881
TX,"ALBANY, NY",36001,Metro counties,N,6
MI,"BENZIE, MI",26019,Non-metro counties,N,3189
AL,"LEE, AL",28081,Non-metro counties,N,4
NJ,"PASSAIC, NJ",34031,Metro counties,N,166936
NM,"SANTA CLARA, CA",06085,Metro counties,N,8
CO,"BACA, CO",08009,Non-metro counties,N,761
TX,"DURHAM, NC",37063,Metro counties,N,12
PR,"ST. THOMAS ISLAND, VI",78030,,N,3
AL,"WASHINGTON, AL",01129,Non-metro counties,N,3751
AR,"WASHINGTON, TN",47179,Metro counties,N,3
TX,"KENT, MI",26081,Metro counties,N,11
MI,"LAKE, MI",26085,Non-metro counties,N,1877
TN,"SULLIVAN, TN",47163,Metro counties,Y,10767
VA,"AUGUSTA, VA",51015,Metro counties,N,19429
ND,"TOWNER, ND",38095,Non-metro counties,N,592
WV,"KANAWHA, WV",54039,Metro counties,Y,345
TN,"LIMESTONE, AL",01083,Metro counties,N,14
AR,"JEFFERSON, MO",29099,Metro counties,Y,5
TX,"PROVIDENCE, RI",44007,Metro counties,N,11
TX,"JEFFERSON, TX",48245,Metro counties,N,57065
TN,"SHELBY, TX",47157,Metro counties,N,2
TN,"TUSCALOOSA, AL",01125,Metro counties,Y,1
WV,"GRANT, WV",54023,Non-metro counties,Y,63
VT,"DEKALB, GA",13089,Metro counties,N,2
MN,"DOUGLAS, MN",27041,Non-metro counties,Y,2613
NE,"BOX BUTTE, NE",31013,Non-metro counties,N,2483
IN,"BENTON, IN",18007,Metro counties,Y,473
IL,"CLAY, IL",17025,Non-metro counties,Y,984
TN,"HILLSBOROUGH, FL",12057,Metro counties,N,18
TX,"DALLAS, OK",48113,Metro counties,N,1
GA,"DAWSON, GA",13085,Metro counties,Y,970
TX,"SAN DIEGO, CA",06073,Metro counties,N,135
NC,"ANSON, NC",37007,Non-metro counties,Y,1397
NY,"CLINTON, NY",36019,Non-metro counties,Y,2743
KS,"FRANKLIN, KS",20059,Non-metro counties,N,6992
NY,"SARATOGA, NY",36091,Metro counties,Y,5938
GA,"SAMPSON, NC",37163,Non-metro counties,N,1
TN,"WISE, FL",51195,Non-metro counties,Y,1
IL,"PEORIA, IL",17143,Metro counties,Y,8071
PA,"INDIANA, PA",42063,Non-metro counties,Y,4156
MT,"VALLEY, MT",30105,Non-metro counties,N,1255
TX,"MOTLEY, TX",48345,Non-metro counties,Y,72
AK,"COPPER RIVER CENSUS AREA, AK",02066,,N,910
MT,"WHEATLAND, MT",30107,Non-metro counties,Y,85
NJ,"PASSAIC, NJ",34031,Metro counties,Y,25042
GA,"COLQUITT, GA",13071,Non-metro counties,N,10624
TX,"CASS, ND",38017,Metro counties,Y,3
TX,"JOHNSON, KS",48251,Metro counties,N,8
VA,"CLARKE, VA",51043,Metro counties,N,2564
AR,"PARKER, TX",48367,Metro counties,Y,1
AR,"SHELBY, TN",47157,Metro counties,N,228
MO,"PLATTE, MO",29165,Metro counties,Y,3519
VT,"NEW HANOVER, NC",37129,Metro counties,N,3
MI,"KALKASKA, MI",26079,Non-metro counties,N,3728
KY,"LARUE, KY",21123,Metro counties,N,3554
VT,"SARATOGA, NY",36091,Metro counties,N,8
SD,"FALL RIVER, SD",46047,Non-metro counties,N,1704
TX,"ROCK ISLAND, IL",17161,Metro counties,N,3
TX,"KENEDY, TX",48261,Non-metro counties,N,84
MN,"PIPESTONE, MN",27117,Non-metro counties,N,1774
OH,"RICHLAND, OH",39139,Metro counties,Y,7503
NE,"PLATTE, NE",31141,Non-metro counties,N,7283
AL,"LIMESTONE, AL",01083,Metro counties,N,28940
IL,"ROCK ISLAND, IL",17161,Metro counties,N,36402
TN,"BENTON, TN",47005,Non-metro counties,N,4624
NC,"DUPLIN, NC",37061,Non-metro counties,Y,3110
AL,"SARATOGA, AL",36091,Metro counties,N,2
IN,"MIAMI, NC",18103,Non-metro counties,N,1
TX,"SAN DIEGO, TX",06073,Metro counties,N,1
KS,"HARPER, OK",20077,Non-metro counties,N,3
AR,"COLUMBIA, AR",05027,Non-metro counties,Y,1144
KY,"CASEY, KY",21045,Non-metro counties,N,3774
NM,"ROOSEVELT, NM",35041,Non-metro counties,Y,669
VA,"POWHATAN, VA",51145,Metro counties,Y,722
MT,"SAN MATEO, CA",06081,Metro counties,N,6
GA,"RANDOLPH, GA",13243,Non-metro counties,Y,250
TN,"KENT, MI",26081,Metro counties,N,3
AL,"MARENGO, AL",01091,Non-metro counties,Y,639
IL,"ST. CLAIR, IL",17163,Metro counties,Y,9518
SD,"JERAULD, SD",46073,Non-metro counties,N,317
MA,"PLYMOUTH, MA",25023,Metro counties,N,139987
AR,"TRAVIS, TX",48453,Metro counties,N,10
MT,"GREENE, OH",39057,Metro counties,N,1
VA,"POWHATAN, VA",51145,Metro counties,N,5255
NJ,"MORRIS, NJ",34027,Metro counties,N,138288
TX,"TYLER, TX",48457,Non-metro counties,N,4774
ID,"FRANKLIN, ID",16041,Metro counties,N,2236
KY,"SCOTT, TN",21209,Metro counties,Y,1
PA,"SUSQUEHANNA, PA",42115,Non-metro counties,N,8137
PR,"MOCA, PR",72099,,N,830
MI,"WASHTENAW, MI",26161,Metro counties,Y,10408
WI,"LANGLADE, WI",55067,Non-metro counties,N,4852
NE,"BUFFALO, NE",31019,Non-metro counties,N,11337
NC,"DAVIE, NC",37059,Metro counties,Y,2656
ID,"IDAHO, ID",16049,Non-metro counties,Y,996
GA,"CLAY, GA",13061,Non-metro counties,Y,71
TX,"SHELBY, AL",01117,Metro counties,N,11
GA,"TELFAIR, GA",13271,Non-metro counties,N,2278
IN,"HARRISON, IN",18061,Metro counties,N,11147
MN,"MORRISON, MN",27097,Non-metro counties,Y,2117
NM,"MCKINLEY, NM",35031,Non-metro counties,N,29470
IN,"LAKE, TN",47095,Non-metro counties,N,3
KY,"TRIMBLE, KY",21223,Metro counties,Y,329
TN,"SAN BENITO, CA",06069,Metro counties,N,1
IL,"MENARD, IL",17129,Metro counties,N,3974
AR,"LAKE, IL",17097,Metro counties,N,3
AR,"CLARK, AR",05019,Non-metro counties,N,5410
ID,"BUTTE, ID",16023,Metro counties,N,437
TN,"FRANKLIN, ID",16041,Metro counties,N,3
MO,"DENT, MO",29065,Non-metro counties,N,3105
LA,"ST. CHARLES, LA",22089,Metro counties,Y,2226
PA,"SNYDER, PA",42109,Non-metro counties,Y,1992
NE,"HARLAN, NE",31083,Non-metro counties,Y,105
TX,"HENRY, IL",17073,Metro counties,N,5
TX,"HARPER, OK",40059,Non-metro counties,N,1
MA,"DUKES, MA",25007,Non-metro counties,Y,587
AL,"JEFFERSON, KY",21111,Metro counties,N,6
GA,"WORTH, GA",13321,Metro counties,N,3573
IN,"MADISON, MO",29123,Non-metro counties,Y,2
NC,"DAVIE, NC",37059,Metro counties,N,12313
MO,"LAFAYETTE, MO",29107,Metro counties,Y,1696
MO,"GASCONADE, MO",29073,Non-metro counties,Y,961
ND,"PIERCE, ND",38069,Non-metro counties,Y,336
MS,"HUMPHREYS, MS",28053,Non-metro counties,Y,36
PR,"SALINAS, PR",72123,,Y,977
NM,"COLLIN, TX",48085,Metro counties,N,8
MO,"RIPLEY, MO",29181,Non-metro counties,N,2527
SC,"EDGEFIELD, SC",45037,Metro counties,Y,1275
TX,"NEWTON, TX",48351,Metro counties,Y,41
GA,"EDGEFIELD, SC",45037,Metro counties,Y,20
MO,"PETTIS, MO",29159,Non-metro counties,Y,2438
PA,"DAUPHIN, PA",42043,Metro counties,N,61579
TX,"OTERO, NM",35035,Non-metro counties,N,645
OH,"HENRY, OH",39069,Non-metro counties,Y,1425
VA,"BUCHANAN, VA",51027,Non-metro counties,N,4859
TX,"LAMPASAS, TX",48281,Metro counties,Y,92
IL,"MADISON, IL",17119,Metro counties,N,76097
KS,"CLAY, KS",20027,Non-metro counties,N,1921
MO,"STONE, MO",29209,Non-metro counties,N,4946
ND,"GOLDEN VALLEY, ND",38033,Non-metro counties,Y,148
MO,"LAWRENCE, MO",29109,Non-metro counties,N,7546
PA,"SCHUYLKILL, PA",42107,Non-metro counties,N,34463
AR,"SANTA CLARA, CA",06085,Metro counties,N,2
MT,"SANTA CLARA, CA",06085,Metro counties,Y,4
OR,"CROOK, OR",41013,Non-metro counties,N,6200
MT,"JEFFERSON, MT",30043,Non-metro counties,N,1923
PR,"HOWARD, MD",24027,Metro counties,N,1
TX,"LAFOURCHE, LA",22057,Metro counties,N,8
PA,"DELAWARE, PA",42045,Metro counties,N,119178
TX,"ANGELINA, TX",48005,Non-metro counties,N,15824
GA,"WORTH, GA",13321,Metro counties,Y,729
PR,"ARROYO, PR",72015,,N,427
IL,"HENRY, IL",17073,Metro counties,Y,2510
OH,"CLINTON, OH",39027,Non-metro counties,N,10887
KY,"HARRISON, IN",18061,Metro counties,Y,3
PA,"ADAMS, PA",42001,Metro counties,N,25420
PA,"LACKAWANNA, PA",42069,Metro counties,Y,9831
KY,"WEBSTER, KY",21233,Non-metro counties,Y,396
MO,"CALLAWAY, MO",29027,Metro counties,Y,1806
AR,"BAXTER, AR",05005,Non-metro counties,Y,2526
NE,"MERRICK, NE",31121,Metro counties,N,1873
PA,"LEBANON, PA",42075,Metro counties,N,36818
WI,"WASHBURN, WI",55129,Non-metro counties,Y,1144
PR,"JUNCOS, PR",72077,,N,809
IL,"BUREAU, IL",17011,Non-metro counties,N,8748
KS,"OTTAWA, KS",20143,Non-metro counties,N,1169
TX,"CHARLEVOIX, MI",26029,Non-metro counties,N,1
PA,"CLARION, PA",42031,Non-metro counties,Y,1915
NM,"SOCORRO, NM",35053,Non-metro counties,Y,508
MS,"LOWNDES, MS",28087,Non-metro counties,Y,144
TN,"COMANCHE, OK",40031,Metro counties,N,1
